iter	Logloss
173	0.09106620378
174	0.09101440461
175	0.09092345029
176	0.09084929253
177	0.09065020056
178	0.09052839237
179	0.09030269098
180	0.09022332427
181	0.09001363002
182	0.08993622878
183	0.08985826997
184	0.08981511978
185	0.08976456065
186	0.08968827355
187	0.0895643707
188	0.08952735081
189	0.08937870905
190	0.08922246595
191	0.08914467686
192	0.08910558959
193	0.08887191693
194	0.08868801708
195	0.08861021559
196	0.08853076233
197	0.08840699776
198	0.08836671203
199	0.08832515606
200	0.08816552528
201	0.0881473304
202	0.08810318053
203	0.08803763358
204	0.08793896266
205	0.08785454559
206	0.08773090612
207	0.0876972923
208	0.0876421222
209	0.08757325416
210	0.08751666101
211	0.08737701072
212	0.0871586852
213	0.08695001876
214	0.08669643385
215	0.08659296658
216	0.08652413627
217	0.08638357831
218	0.086351397
219	0.08623647865
220	0.08616245809
221	0.08611053932
222	0.08604435881
223	0.08598053631
224	0.08585783775
225	0.08581344965
226	0.08569574648
227	0.08563122593
228	0.08556340572
229	0.0855304497
230	0.08549566228
231	0.0854868832
232	0.08537709293
233	0.08532864124
234	0.08527478926
235	0.08518323243
236	0.08510491635
237	0.08507687229
238	0.08499037965
239	0.08495135767
240	0.08491048627
241	0.0848692472
242	0.08481870379
243	0.08468975125
244	0.08459635758
245	0.08427580864
246	0.08422747496
247	0.08419500861
248	0.08419227264
249	0.08413396639
250	0.08411908187
251	0.08402149508
252	0.08397218407
253	0.08392784823
254	0.08387613177
255	0.08385628826
256	0.0838060683
257	0.08371807496
258	0.08365880156
259	0.08362985005
260	0.0835657811
261	0.08354135321
262	0.08350621051
263	0.08329150721
264	0.0831568333
265	0.08312781865
266	0.08312557663
267	0.08306668468
268	0.08298811228
269	0.08292489585
270	0.08287344398
271	0.08280480645
272	0.08280271547
273	0.08245183057
274	0.08230708485
275	0.08222691998
276	0.08216558189
277	0.08213239941
278	0.08209357522
279	0.08201934558
280	0.08198679571
281	0.08194488016
282	0.08189562887
283	0.08171692461
284	0.08165907359
285	0.0815654338
286	0.08153531718
287	0.08149225564
288	0.08146334304
289	0.08144635469
290	0.08135745839
291	0.08130228649
292	0.08126699212
293	0.08122232905
294	0.08120969827
295	0.08117279783
296	0.08109040646
297	0.08106715949
298	0.08103755925
299	0.08093336663
300	0.08084462228
301	0.08082358376
302	0.08078741694
303	0.08076119636
304	0.08073133864
305	0.08067413397
306	0.08060009983
307	0.0805199265
308	0.08046106919
309	0.08043854677
310	0.08041734236
311	0.08039734699
312	0.08034904872
313	0.08032892261
314	0.0802819614
315	0.08020305171
316	0.08016481764
317	0.0801408537
318	0.0800719686
319	0.07999342462
320	0.07992286569
321	0.07988179824
322	0.0798457521
323	0.0797841044
324	0.07974474418
325	0.07968679383
326	0.07966112835
327	0.07960961957
328	0.07959307174
329	0.07955917673
330	0.07952111908
331	0.07948840776
332	0.07945505532
333	0.07938950972
334	0.07930645167
335	0.07925035868
336	0.07918056836
337	0.07911188857
338	0.07908773228
339	0.0790097378
340	0.07895951703
341	0.0789289902
342	0.07891358166
343	0.07886698195
344	0.07882267212
345	0.07877978113
346	0.07875678891
347	0.07871987288
348	0.07869544885
349	0.07868008169
350	0.07865681383
351	0.07864686405
352	0.07857053611
353	0.07850377688
354	0.07837638272
355	0.07833967304
356	0.07830177073
357	0.07826868813
358	0.07821703299
359	0.07817400934
360	0.07808224707
361	0.07797907619
362	0.0779468563
363	0.07790999288
364	0.07781658496
365	0.07779663087
366	0.07775210422
367	0.0777098761
368	0.07767977895
369	0.0776707268
370	0.07764221592
371	0.07758579539
372	0.07755696279
373	0.07750211359
374	0.07748164023
375	0.07746759129
376	0.07744780954
377	0.07741081416
378	0.07737592017
379	0.07734895569
380	0.07733357045
381	0.07729450262
382	0.07721105059
383	0.07715005259
384	0.07711885958
385	0.07710074198
386	0.07706816484
387	0.07697707948
388	0.07695214435
389	0.07692077619
390	0.07687198293
391	0.0768126864
392	0.07679313693
393	0.07676373203
394	0.07670853654
395	0.07663552998
396	0.07662414383
397	0.07660800215
398	0.07657342621
399	0.07652526572
400	0.07648470472
401	0.07641851245
402	0.07637097818
403	0.07635652171
404	0.0763391418
405	0.07629433327
406	0.076285002
407	0.07625753019
408	0.07620175601
409	0.07618962935
410	0.07614688808
411	0.07605970245
412	0.07601468791
413	0.07595396951
414	0.07592827081
415	0.07590327395
416	0.07588802636
417	0.07587278177
418	0.07583248143
419	0.07577287866
420	0.07573864474
421	0.07570987151
422	0.07564148435
423	0.07558000851
424	0.0755400093
425	0.07546547851
426	0.07544480493
427	0.07543437521
428	0.07541016252
429	0.07538759674
430	0.0753714843
431	0.07532336911
432	0.07529333189
433	0.07523230488
434	0.07519482648
435	0.07518429487
436	0.07514842755
437	0.07512753314
438	0.07508612673
439	0.07505936705
440	0.07503066986
441	0.07500521525
442	0.07499407386
443	0.07497295183
444	0.07489807318
445	0.07485878806
446	0.07481333348
447	0.07479663377
448	0.07478129692
449	0.07474243663
450	0.07468792664
451	0.07466644563
452	0.07464236116
453	0.07461167023
454	0.07459937267
455	0.07452349421
456	0.07448727296
457	0.07443205715
458	0.07440444698
459	0.07437718917
460	0.07433581698
461	0.07430523124
462	0.07427438542
463	0.07426693135
464	0.07423651086
465	0.07421439286
466	0.07419511274
467	0.07415639915
468	0.07411014755
469	0.07407718735
470	0.07404363282
471	0.0739547606
472	0.07385631547
473	0.07384846385
474	0.07375238465
475	0.07371453394
476	0.07369798121
477	0.07365842688
478	0.07359883203
479	0.07355110419
480	0.07349920256
481	0.07348100848
482	0.0734547069
483	0.07342336864
484	0.07340762799
485	0.07338859499
486	0.0733707997
487	0.07335406581
488	0.07334850701
489	0.07329489714
490	0.07326427723
491	0.0732364526
492	0.07321896003
493	0.07320337828
494	0.07317469993
495	0.07313452414
496	0.07310097646
497	0.0730828247
498	0.0730477355
499	0.07302066933
500	0.07296939242
501	0.07295056077
502	0.0729264114
503	0.07290919144
504	0.07288756651
505	0.07285081376
506	0.07282877445
507	0.07279830591
508	0.0727606959
509	0.07274152452
510	0.07268939579
511	0.07267852068
512	0.07264092445
513	0.07261068722
514	0.07258189366
515	0.07254119094
516	0.07252759283
517	0.0725032429
518	0.0724971146
519	0.07246520924
520	0.07240846204
521	0.07237053507
522	0.07233889552
523	0.07229828651
524	0.07228034425
525	0.07224349899
526	0.07220281863
527	0.07215303233
528	0.07210626842
529	0.07209920694
530	0.07209256428
531	0.07207116415
532	0.07202747593
533	0.07199987158
534	0.07197484814
535	0.07195404157
536	0.07192605454
537	0.07190278887
538	0.07186648634
539	0.0717399516
540	0.07172071901
541	0.07168937443
542	0.07165442055
543	0.07162562709
544	0.07160472585
545	0.07157468723
546	0.07155314775
547	0.07152258094
548	0.07148992284
549	0.07146008961
550	0.07144787521
551	0.0714173141
552	0.07134180357
553	0.07131132152
554	0.07129336355
555	0.07127018035
556	0.071234088
557	0.07121566115
558	0.07118790279
559	0.07115463144
560	0.07114728454
561	0.07112022365
562	0.07106230054
563	0.07104577431
564	0.07104098739
565	0.0710190583
566	0.07100451333
567	0.07097805511
568	0.07094966774
569	0.07092028547
570	0.07091154468
571	0.07089902109
572	0.07088736447
573	0.07086346356
574	0.07085550482
575	0.07083691563
576	0.0707801095
577	0.07077690027
578	0.07075249587
579	0.0707473939
580	0.07074271409
581	0.07071205081
582	0.07069595939
583	0.07067465344
584	0.07065500953
585	0.07062941221
586	0.07061274991
587	0.07050476658
588	0.07049134609
589	0.07044945176
590	0.07040361934
591	0.0703757817
592	0.0703332967
593	0.07031567534
594	0.07028101373
595	0.07027171225
596	0.07023590416
597	0.07020546592
598	0.07017978888
599	0.07014593084
600	0.07012445048
601	0.07009139634
602	0.07005203518
603	0.07004545903
604	0.07000394947
605	0.06996920601
606	0.06995490341
607	0.06993580155
608	0.06992425304
609	0.06990435948
610	0.06986303339
611	0.06984083053
612	0.06983261301
613	0.06981957129
614	0.069791376
615	0.06978597452
616	0.06975518165
617	0.06972871296
618	0.06970994694
619	0.06967806436
620	0.0696563732
621	0.0696118419
622	0.06958004076
623	0.06954927181
624	0.06953308976
625	0.06948842999
626	0.06946802066
627	0.0694374641
628	0.06941578175
629	0.06935417448
630	0.06933823699
631	0.0693080682
632	0.06929317869
633	0.06926671372
634	0.06924979943
635	0.06920462082
636	0.06919359834
637	0.0691828735
638	0.06915140933
639	0.06913470105
640	0.06911816808
641	0.06909658116
642	0.06906707833
643	0.06903427731
644	0.06901765904
645	0.06899275188
646	0.06898049291
647	0.06894192762
648	0.06890392075
649	0.06888898923
650	0.06885860522
651	0.06884326088
652	0.06882989347
653	0.06881751582
654	0.06878772395
655	0.06876232111
656	0.06873575938
657	0.06870227058
658	0.06869392819
659	0.06867032892
660	0.06864558182
661	0.06857907449
662	0.06854518081
663	0.0685272079
664	0.06849118615
665	0.06847798967
666	0.06845750697
667	0.0684339085
668	0.0684165368
669	0.0683706591
670	0.06834483741
671	0.06828506796
672	0.06825724181
673	0.06823455434
674	0.06820954268
675	0.06816220343
676	0.06811847765
677	0.06811509356
678	0.06808260351
679	0.06800885738
680	0.06798481401
681	0.06792698677
682	0.06789345544
683	0.06786856279
684	0.06782185602
685	0.06779881837
686	0.06778020189
687	0.06776003176
688	0.0677164109
689	0.06768226807
690	0.06765611071
691	0.06763051479
692	0.06762394352
693	0.06757964342
694	0.06754788657
695	0.06751666838
696	0.06751130554
697	0.06748434287
698	0.06745469953
699	0.06744700724
700	0.06740919689
701	0.06739028926
702	0.06736691248
703	0.0673606823
704	0.06733380556
705	0.06730765257
706	0.06729398029
707	0.06726925885
708	0.06722306296
709	0.06721303698
710	0.06718640017
711	0.06716465881
712	0.06713388066
713	0.0671080308
714	0.06709641267
715	0.06706219506
716	0.06703744885
717	0.06700958545
718	0.06699407032
719	0.06697207164
720	0.06694019698
721	0.06692973398
722	0.06690167785
723	0.06688885814
724	0.06687025421
725	0.06678282046
726	0.0667595921
727	0.06673415596
728	0.06670792139
729	0.06668242278
730	0.06666910379
731	0.06664997523
732	0.0666012869
733	0.06657988966
734	0.06656242134
735	0.06656051529
736	0.06654546675
737	0.06651572229
738	0.06650717754
739	0.06647801747
740	0.06646904524
741	0.06644696799
742	0.06643507768
743	0.06642333923
744	0.06640574527
745	0.066378692
746	0.06635934948
747	0.06633864487
748	0.0662522707
749	0.06624210413
750	0.06621062041
751	0.06618726315
752	0.066179909
753	0.06617050791
754	0.06614679806
755	0.06614038987
756	0.06610413703
757	0.06605532405
758	0.06602544276
759	0.06599900979
760	0.06599091408
761	0.06597206268
762	0.0659492692
763	0.06593594046
764	0.06591585546
765	0.06588823534
766	0.06586256744
767	0.06580048227
768	0.06577098304
769	0.06575109621
770	0.06572551048
771	0.0656981872
772	0.06567817413
773	0.06562354461
774	0.06559012631
775	0.06555724992
776	0.06552705996
777	0.06552101818
778	0.06550363324
779	0.0654920502
780	0.06548140094
781	0.06546660435
782	0.06545321033
783	0.0654418124
784	0.06543381221
785	0.06538478273
786	0.06535702171
787	0.06534896224
788	0.06532543287
789	0.06531099079
790	0.06526179558
791	0.0652191699
792	0.06520273982
793	0.06518341529
794	0.06515753896
795	0.06514126396
796	0.06512336972
797	0.06511583334
798	0.06510897694
799	0.06510052576
800	0.06509677328
801	0.06507648979
802	0.06506650616
803	0.06505848331
804	0.06505162581
805	0.06505159566
806	0.06504518306
807	0.06504475798
808	0.06503294189
809	0.06501939564
810	0.06501206007
811	0.06498065106
812	0.06495486019
813	0.06491823163
814	0.06490061346
815	0.06487780057
816	0.06484386658
817	0.06482661526
818	0.06479841524
819	0.06478407146
820	0.06476745577
821	0.06474235799
822	0.06472414891
823	0.06472152154
824	0.06471304622
825	0.06470319517
826	0.0646996358
827	0.06469347103
828	0.06467238768
829	0.0646477765
830	0.06462597537
831	0.06461171977
832	0.06460994357
833	0.06458756649
834	0.06453703226
835	0.06451197766
836	0.06448971625
837	0.06447840672
838	0.06446157372
839	0.06443969393
840	0.06441795275
841	0.06439951883
842	0.06437537317
843	0.06436198218
844	0.06432043807
845	0.06429940753
846	0.06426987588
847	0.06425151571
848	0.06422771109
849	0.06419596205
850	0.06417183955
851	0.06416158905
852	0.06414644827
853	0.06412477476
854	0.06410716799
855	0.06407079469
856	0.0640618651
857	0.06405810627
858	0.06404410648
859	0.06402530257
860	0.06399876535
861	0.06397861945
862	0.06395289371
863	0.06393967471
864	0.06390869086
865	0.06388915245
866	0.063863032
867	0.06385584043
868	0.06384326442
869	0.0638161239
870	0.0638006812
871	0.0637975744
872	0.06379531965
873	0.06378821907
874	0.06377371569
875	0.0637518109
876	0.06372700926
877	0.06371880624
878	0.0637001081
879	0.06370007326
880	0.06369012909
881	0.06368563534
882	0.06366096329
883	0.06363955942
884	0.06361348991
885	0.06359441292
886	0.06357136794
887	0.06354463688
888	0.06352020037
889	0.06347229956
890	0.06346447375
891	0.06344777966
892	0.06343958108
893	0.06339775369
894	0.06338386754
895	0.06337322518
896	0.06337179215
897	0.06335321821
898	0.06333082383
899	0.06332383721
900	0.0633051344
901	0.0632689164
902	0.063264991
903	0.0632600089
904	0.06322380408
905	0.06320245253
906	0.06318097551
907	0.06311287295
908	0.06310111952
909	0.06308844829
910	0.06307849365
911	0.06307251727
912	0.06306299022
913	0.06302005122
914	0.06299745335
915	0.06298122504
916	0.06290524777
917	0.06288757875
918	0.06286391528
919	0.06282846573
920	0.06281257255
921	0.06278629575
922	0.06277411407
923	0.06275265776
924	0.06272023173
925	0.06270635862
926	0.06268418546
927	0.06266727912
928	0.0626327497
929	0.06261816455
930	0.0626107781
931	0.06259327858
932	0.06255546352
933	0.06251112317
934	0.06249249643
935	0.06246538196
936	0.06244245253
937	0.06242397364
938	0.0624004539
939	0.0623821153
940	0.06235904844
941	0.06233414886
942	0.06231446354
943	0.06229344113
944	0.06227617862
945	0.06226175668
946	0.06222489999
947	0.06219924259
948	0.06218050424
949	0.0621594053
950	0.06213788033
951	0.06212496519
952	0.06211257969
953	0.06210753556
954	0.0620921233
955	0.06207910828
956	0.06205981737
957	0.06204445524
958	0.06202292824
959	0.06201881201
960	0.06200450442
961	0.06198507946
962	0.06194803388
963	0.06190961388
964	0.06190456527
965	0.06189492059
966	0.06187281696
967	0.06180961268
968	0.06176370959
969	0.06174422751
970	0.06173232882
971	0.0616984163
972	0.06166822507
973	0.06165509274
974	0.06161664019
975	0.06159333204
976	0.06157051448
977	0.06155146849
978	0.06153619299
979	0.06152126659
980	0.06151245585
981	0.06150595006
982	0.06150143594
983	0.06147263042
984	0.06146990324
985	0.06144735543
986	0.06142154218
987	0.06141157361
988	0.0613861273
989	0.06136705806
990	0.06133134183
991	0.06131247858
992	0.06126942322
993	0.06125171224
994	0.06122281492
995	0.06120846916
996	0.06120412118
997	0.06120096032
998	0.06119215317
999	0.06115626745
